BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000720, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000692, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000650, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000650, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000725, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000695, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000767, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000323, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000653, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000864, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000724, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000780, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000359, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000316, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000385, -
,16, 4000,,1000, RS, lab004-076, 9, 9, 1, 10, 0.000357, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000380, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000352, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000347, -
,16, 4000,,1000, SR, lab004-074, 1, 1, 9, 10, 0.000851, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000391, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000314, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000373, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000341, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000174, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000357, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000186, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000204, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000353, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000185, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000203, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000363, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000183, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000361, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000363, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000367, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000364, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000342, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000363, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000341, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000159, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000346, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000292, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000381, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000442, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000209, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000193, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000209, -
,16, 4000,,1000, RS, lab004-076, 9, 9, 1, 10, 0.000452, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000191, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000208, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000218, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000191, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000204, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000191, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000220, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000193, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000192, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000202, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000204, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000165, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000201, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000203, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000144, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000203, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000202, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000164, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000199, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000201, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000194, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000173, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000201, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000194, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000224, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000222, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000210, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000194, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000174, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000374, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000232, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000369, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000103, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000372, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000370, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000178, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000372, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000328, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000370, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000169, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000315, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000147, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000196, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000208, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000196, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000201, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000156, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000196, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000208, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000152, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000183, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000194, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000108, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000215, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000209, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000214, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000188, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000231, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000219, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000343, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000339, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000170, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000159, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000158, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000172, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000191, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000187, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000231, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000211, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000197, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000166, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000161, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000159, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000110, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000212, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000177, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000185, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000208, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000175, -
,16, 4000,,1000, SR, lab004-074, 1, 1, 9, 10, 0.000300, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000172, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000166, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000178, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000185, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000189, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000177, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000173, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000303, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000187, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000160, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000179, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000035, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000160, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000429, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000191, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000175, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000167, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000158, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000176, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000175, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000176, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000183, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000165, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000183, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000218, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000163, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000168, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000164, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000157, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000218, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000155, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000152, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000194, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000158, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000177, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000126, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000155, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000172, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000191, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000165, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000375, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000151, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000430, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000165, -
,16, 4000,,1000, RS, lab004-076, 9, 9, 1, 10, 0.001348, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000240, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000212, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000193, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000190, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000208, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000168, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000162, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000156, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000181, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000285, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000200, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000190, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000306, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000163, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000188, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000166, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000266, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000181, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000152, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000014, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000196, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000166, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000219, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000199, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000167, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000217, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000200, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000172, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000268, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000203, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000223, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000177, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000200, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000179, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000169, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000208, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000111, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000277, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000313, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000163, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000430, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000372, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000391, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000167, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000347, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000151, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000377, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000342, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000157, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000345, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000428, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000192, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000189, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000155, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000192, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000188, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000162, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000269, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000182, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000270, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000188, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000158, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000152, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000169, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000254, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000165, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000170, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000197, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000155, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000202, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000159, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000171, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000196, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000204, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000197, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000174, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000163, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000174, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000197, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000151, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000305, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000161, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000123, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000144, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000174, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000154, -
,16, 4000,,1000, SR, lab004-074, 1, 1, 9, 10, 0.000542, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000204, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000204, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000178, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000014, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000172, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000241, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000196, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000191, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000172, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000179, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000196, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000174, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000215, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000189, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000044, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000160, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000156, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000179, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000166, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000149, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000161, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000265, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000158, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000136, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000301, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000176, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000156, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000159, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000157, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000155, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000175, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000221, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000169, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000170, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000174, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000043, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000171, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000225, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000165, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000014, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000158, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000205, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000175, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000184, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000312, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000201, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000322, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000160, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000359, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000351, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000278, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000222, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000340, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000070, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000317, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000452, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000185, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000186, -
,16, 4000,,1000, RS, lab004-076, 8, 8, 0, 8, 0.000167, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000181, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000182, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000152, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000296, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000170, -
,16, 4000,,1000, SR, lab004-074, 3, 3, 11, 14, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000164, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000151, -
,16, 4000,,1000, RS, lab004-076, 11, 11, 3, 14, 0.000060, -
,16, 4000,,1000, RS, lab004-077, 12, 12, 4, 16, 0.000207, -
,16, 4000,,1000, SR, lab004-075, 4, 4, 12, 16, 0.000246, -
,16, 4000,,1000, SR, lab004-074, 2, 2, 10, 12, 0.000169, -
,16, 4000,,1000, RS, lab004-077, 13, 13, 5, 18, 0.000323, -
,16, 4000,,1000, SR, lab004-075, 5, 5, 13, 18, 0.000401, -
,16, 4000,,1000, SR, lab004-074, 0, 0, 8, 8, 0.000220, -
,16, 4000,,1000, RS, lab004-077, 15, 15, 7, 22, 0.000223, -
,16, 4000,,1000, SR, lab004-075, 6, 6, 14, 20, 0.000205, -
,16, 4000,,1000, RS, lab004-076, 10, 10, 2, 12, 0.000162, -
,16, 4000,,1000, RS, lab004-077, 14, 14, 6, 20, 0.000176, -
,16, 4000,,1000, SR, lab004-075, 7, 7, 15, 22, 0.000205, -
